path,class_folder,file_name,size_bytes,readable,error,width,height,mode,channels,aspect_ratio,mean_intensity,std_intensity,min_intensity,max_intensity,ink_ratio,n_ink_components,sha256,phash,sha_group_id,sha_group_size,is_sha_canonical,sha_group_spans_classes,near_dup_group_id,near_dup_group_size,near_dup_group_spans_classes
161/bc_001tg_8_394.jpg,161,bc_001tg_8_394.jpg,802,True,,18,26,L,1,0.6923,133.9829,126.8254,0,255,0.4744,1,874c5ece6cd601bbdd4b86a69e7d386fefe505a95ff918685f1a57f7bdec8a34,de2121a7e5f4f0b0,31744,1,True,False,31744,1,False
161/bc_001tg_8_408.jpg,161,bc_001tg_8_408.jpg,1059,True,,18,26,L,1,0.6923,135.6645,126.6045,0,255,0.4679,1,a95a168ed23e9f4f1f2da678932a3f6064a91caa01dbb382074f2f09a437ffed,de212125b574fc74,39791,1,True,False,39791,1,False
161/bc_001tg_8_411.jpg,161,bc_001tg_8_411.jpg,789,True,,18,26,L,1,0.6923,135.6603,126.716,0,255,0.4679,1,d4f9e51b87a52e1fc452c80d5aaaacf5dfe432fe92ab199e2b59e81c24212b56,de2121a7e5f4f031,50081,1,True,False,50081,1,False
161/bc_001tg_8_425.jpg,161,bc_001tg_8_425.jpg,874,True,,18,26,L,1,0.6923,134.5598,126.8516,0,255,0.4722,1,0f86f16b2d9cd6649ab1b9e3f021b28d6ee1d29acd867a7faabdb5a102bbb904,de20212da17df47c,3633,1,True,False,3633,1,False
161/bc_001tg_8_58.jpg,161,bc_001tg_8_58.jpg,870,True,,18,26,L,1,0.6923,141.094,126.3661,0,255,0.4466,1,db1b42462aad34cab1a985de6cafe98e002edd7fa937cbab849e3fba85c9c9b5,de21a127a574f474,51486,1,True,False,51486,1,False
161/bc_001tg_8_77.jpg,161,bc_001tg_8_77.jpg,781,True,,18,25,L,1,0.72,137.6467,126.6354,0,255,0.46,1,1e5ec7d2f2fcf01511fed01bdf52219d14073b7afeea42170cc6028cbc939eb0,de21212535f4f4f4,7143,1,True,False,7143,1,False
161/bc_001tg_8_89.jpg,161,bc_001tg_8_89.jpg,777,True,,18,26,L,1,0.6923,134.015,126.9067,0,255,0.4744,1,2317f04dcc321db1e793f6858ad18b6f5013fca31941a3bac95ac354ae719c24,de2121a7e5f4f490,8237,1,True,False,8237,1,False
161/bc_001tg_9_109.jpg,161,bc_001tg_9_109.jpg,796,True,,18,26,L,1,0.6923,135.6004,126.7622,0,255,0.4679,1,3bbc17976ae89ccdfdd780a237b00ba460a583bd3369216ff00679521d556e99,de2121a7e4f0f1b1,14063,1,True,False,14063,1,False
161/bc_001tg_9_135.jpg,161,bc_001tg_9_135.jpg,786,True,,18,26,L,1,0.6923,131.312,127.0334,0,255,0.485,1,9307e1539e2e78e092e6d8c23dbc2196e06d233223db6957861b21356d4f7643,de21212da47df474,34530,1,True,False,34530,1,False
161/bc_001tg_9_160.jpg,161,bc_001tg_9_160.jpg,1040,True,,18,26,L,1,0.6923,130.688,126.7846,0,255,0.4872,1,6d734338b9738d991eaac407554449a28d12e1109f150cb28aa9bdf4555c6fa7,de212125e574f475,25660,1,True,False,25660,1,False
161/bc_001tg_9_162.jpg,161,bc_001tg_9_162.jpg,848,True,,18,26,L,1,0.6923,131.3077,127.0719,0,255,0.485,1,69ffde75243172ced3ff0a548cc5d0d5dc359a0cb1290282be2b67b0797c9268,de212125b575f474,24833,1,True,False,24833,1,False
161/bc_001tg_9_40.jpg,161,bc_001tg_9_40.jpg,948,True,,19,26,L,1,0.7308,138.8482,126.5459,0,255,0.4555,1,cace12e1a99e88d7f4c6629f32cd31a7ef836fdaefb225daa2323365445f3726,da212527f5f4f070,47668,1,True,False,47668,1,False
161/bc_001tg_9_51.jpg,161,bc_001tg_9_51.jpg,951,True,,18,26,L,1,0.6923,131.3504,126.9639,0,255,0.485,1,888f18e619450f150c1f34f4e417e1049acd87b32fe4373bee972901606d5330,de202525fe74bc34,32023,1,True,False,32023,1,False
161/bc_002sg_10_133.jpg,161,bc_002sg_10_133.jpg,647,True,,13,17,L,1,0.7647,137.2398,126.4737,0,255,0.4615,1,a370c7fd46b3e69c063ef48904d7ba619a0ef9ef0ae1d248c617e795210cee64,da202525f4f5f075,38350,1,True,False,38350,1,False
161/bc_002sg_10_68.jpg,161,bc_002sg_10_68.jpg,646,True,,12,17,L,1,0.7059,131.2255,126.7976,0,255,0.4853,1,380750c04b9eb698ce4dbffd37641fc6bf455d693bcca5bc6dc09162fa485f73,dea521e4e4b5f031,13176,1,True,False,13176,1,False
161/bc_002sg_10_90.jpg,161,bc_002sg_10_90.jpg,627,True,,12,17,L,1,0.7059,121.3235,126.741,0,255,0.5245,1,22c9e1fe26e451a77d2604d077dc83526f16ee0fa339d62b11d1e76dae339b24,dea0213575f4f4b0,8154,1,True,False,8154,1,False
161/bc_002sg_3_71.jpg,161,bc_002sg_3_71.jpg,694,True,,12,18,L,1,0.6667,141.5694,126.1153,0,255,0.4444,1,c5f081b9697414d493262edfabad7fb2bfb821904cbf321d92ccd0da7518ef0e,de21a361f075f071,46539,1,True,False,46539,1,False
161/bc_002sg_4_133.jpg,161,bc_002sg_4_133.jpg,746,True,,13,18,L,1,0.7222,138.2863,126.3611,0,255,0.4573,1,4aa931962036714c4978a67175c8e682f385a7e08e32a0579aeac60824f289a8,da24252de634f275,17548,1,True,False,17548,1,False
161/bc_002sg_4_158.jpg,161,bc_002sg_4_158.jpg,647,True,,12,17,L,1,0.7059,127.5098,126.8081,0,255,0.5,1,319bd82f005bee427c89d932d962ae93714b63f0067ad66678900899358d64bd,de202565343db67c,11592,1,True,False,11592,1,False
161/bc_002sg_4_161.jpg,161,bc_002sg_4_161.jpg,728,True,,12,18,L,1,0.6667,134.5926,126.6572,0,255,0.4722,1,fbcecce7e77c3570d02110a67b0c9fe1292466399b2f77ef187e3e160d96cabd,9e21a125e775f470,59172,1,True,False,59172,1,False
161/bc_002sg_4_183.jpg,161,bc_002sg_4_183.jpg,568,True,,12,18,L,1,0.6667,127.588,127.1369,0,255,0.5,1,17b11f53f1931487d0ae4e2a3622864355706aa838b3bfb899e8e56d740321c4,de21a1a7b7f0f090,5541,1,True,False,5541,1,False
161/bc_002sg_4_187.jpg,161,bc_002sg_4_187.jpg,657,True,,12,17,L,1,0.7059,141.1324,126.0248,0,255,0.4461,1,758129a2cf026423b2fe4d11eebca7ed4fba46088afe66123781ea888ccee640,de212b6ba578b431,27562,1,True,False,27562,1,False
161/bc_002sg_4_190.jpg,161,bc_002sg_4_190.jpg,648,True,,13,17,L,1,0.7647,139.6335,126.2172,0,255,0.4525,1,1d8f63055c2afe507b41a6e3e0f87f3e49cc58903fee87df20e10611248ffeee,da2525a5f4f4f070,6960,1,True,False,6960,1,False
161/bc_002sg_4_220.jpg,161,bc_002sg_4_220.jpg,603,True,,12,17,L,1,0.7059,130.0637,126.9531,0,255,0.4902,1,c07716e46ff7ab30a1c0667e2237520807b12c4a5c1ea3985757c5a969577d18,9ea065253674f4f8,45236,1,True,False,45236,1,False
161/bc_002sg_5_120.jpg,161,bc_002sg_5_120.jpg,642,True,,12,18,L,1,0.6667,128.5972,126.9162,0,255,0.4954,1,69e6a31d2293e5db4f3c86b5f57a8f21c18ce9e2a94d27234596e974ea4e092f,de2123a7f4b6f090,24806,1,True,False,24806,1,False
161/bc_002sg_5_131.jpg,161,bc_002sg_5_131.jpg,565,True,,12,17,L,1,0.7059,121.3578,127.011,0,255,0.5245,1,5264aa4096e4d2661836be4b42f1e201c33b1a4d8ca62f1e337ab6019257de06,de2121252575f4fc,19312,2,True,False,19312,2,False
161/bc_002sg_5_146.jpg,161,bc_002sg_5_146.jpg,683,True,,12,18,L,1,0.6667,124.0324,126.9374,0,255,0.5139,1,2baa78d44dcf51179cb10b188f117409d1156f983a0cd82681e21b107af3359e,de20a12db47db436,10182,1,True,False,10182,1,False
161/bc_002sg_5_178.jpg,161,bc_002sg_5_178.jpg,673,True,,13,18,L,1,0.7222,134.1026,126.7807,0,255,0.4744,1,3cd805904b81dbf9b604addc961452f926f87bf04e980ccf484acaf9e543f7a0,de23a32ce474f071,14319,1,True,False,14319,1,False
161/bc_002sg_5_233.jpg,161,bc_002sg_5_233.jpg,600,True,,12,17,L,1,0.7059,133.8431,126.8987,0,255,0.4755,1,fd36f53c7d73cde679c6062bc206ea953c407f76e21902805537615742885051,9e2165b5b4f4b2b0,59491,1,True,False,59491,1,False
161/bc_002sg_5_236.jpg,161,bc_002sg_5_236.jpg,695,True,,12,18,L,1,0.6667,133.3519,126.7256,0,255,0.4769,1,b797419310d0477cfebc8fc18284d9492373128c04f91807c4ccaf6a7c730a24,de212127e4f4f171,43153,1,True,False,43153,1,False
161/bc_002sg_5_242.jpg,161,bc_002sg_5_242.jpg,565,True,,12,17,L,1,0.7059,139.9755,126.5318,0,255,0.451,1,b9d5fb1cbb78477a122f2f5727d0d3c5f9c33dfcc382f5d11c692b1e6bfd2dd4,de2123a5e4f4f0b1,43683,1,True,False,43683,1,False
161/bc_002sg_5_255.jpg,161,bc_002sg_5_255.jpg,597,True,,12,17,L,1,0.7059,128.7647,126.9243,0,255,0.4951,1,b0a6e42b0386853760f53a3faecae5f4ccdb7d5b156b8b046512c981fa14b6bf,de212361e47df035,41533,1,True,False,41533,1,False
161/bc_002sg_5_273.jpg,161,bc_002sg_5_273.jpg,736,True,,13,18,L,1,0.7222,143.7479,125.6688,0,255,0.4359,1,3434f7cd1120e73bc6f7b275dca702299827601b7e9f8492af2dde15a741032e,da2525a5f4b4f8c1,12233,1,True,False,12233,1,False
161/bc_002sg_5_278.jpg,161,bc_002sg_5_278.jpg,571,True,,12,18,L,1,0.6667,127.5417,127.1275,0,255,0.5,1,665ad10295ca1ce44c8055794fc9e0bb1ed7e60f7ddceb319eafddaac551b270,dea1a1a7f4f0f090,23957,1,True,False,23957,1,False
161/bc_002sg_5_310.jpg,161,bc_002sg_5_310.jpg,699,True,,13,18,L,1,0.7222,143.7265,125.6931,0,255,0.4359,1,7bb903952c4696d134d7c1255ddb958e44cf51d24b9e9d8073807bf36a05e140,da2125e1f5b1f491,29083,1,True,False,29083,1,False
161/bc_002sg_5_37.jpg,161,bc_002sg_5_37.jpg,563,True,,14,18,L,1,0.7778,124.6389,127.0658,0,255,0.5119,1,fc956113ee085f50440b5af3d9fdd45493ecfcd5f79925e762617710200059e5,de2121e7e7b690d0,59351,1,True,False,59351,1,False
161/bc_002sg_5_47.jpg,161,bc_002sg_5_47.jpg,625,True,,15,18,L,1,0.8333,128.4111,126.9782,0,255,0.4963,1,5f7fa0a12d9d66000734ba8b8e35e9e959882f5e1a21a0ae72913245757124f7,de6121a7e6a4f0b1,22336,1,True,False,22336,1,False
161/bc_002sg_5_52.jpg,161,bc_002sg_5_52.jpg,686,True,,15,18,L,1,0.8333,129.3815,126.9489,0,255,0.4926,1,5513b874f63928175026de85df76f72397efc43643d6fe741b7e805800f33fb3,de69216ce4f4f091,19999,1,True,False,19999,1,False
161/bc_002sg_5_69.jpg,161,bc_002sg_5_69.jpg,657,True,,12,18,L,1,0.6667,125.2269,127.0617,0,255,0.5093,1,e297f28c2ddeb935cb549c4e561ef406b271c9c4426710bf7bd2288dadcc9679,de21a127a77cf070,53252,1,True,False,53252,1,False
161/bc_002sg_5_81.jpg,161,bc_002sg_5_81.jpg,728,True,,12,18,L,1,0.6667,125.1759,126.8719,0,255,0.5093,1,de937511367a91ec0db8ea283046b02cced6a27d668013fb3813b5370e138d70,de202925e775b474,52273,1,True,False,52273,1,False
161/bc_002sg_6_106.jpg,161,bc_002sg_6_106.jpg,744,True,,13,18,L,1,0.7222,141.641,125.9441,0,255,0.4444,1,ba213670c1680da76285cddf6140a8a659c4883886cd048dcd3c97559aae6d77,de2321a5a675f4d0,43744,1,True,False,43744,1,False
161/bc_002sg_6_130.jpg,161,bc_002sg_6_130.jpg,740,True,,13,18,L,1,0.7222,127.5,126.7783,0,255,0.5,1,a01a6be63eb68d8ae5b133d41cbaa87c7a22b8e2af7782d67cc21837e916cfd6,9aa02565f6f5b0d1,37576,1,True,False,37576,1,False
161/bc_002sg_6_135.jpg,161,bc_002sg_6_135.jpg,568,True,,12,17,L,1,0.7059,121.3627,126.9965,0,255,0.5245,1,2509a1ab4c06c1052a99da8b28ed120612aed6e3279780bf22474e1f99f1ccbf,de21212765757574,8681,1,True,False,8681,1,False
161/bc_002sg_6_23.jpg,161,bc_002sg_6_23.jpg,596,True,,15,18,L,1,0.8333,106.8704,125.3952,0,255,0.5815,1,e2c8b113dc3cd2a1a792b4c3959e85939df878988bb00af49b5b5a2cce2f4bcd,de202124e7f4f1f1,53290,1,True,False,53290,1,False
161/bc_002sg_6_29.jpg,161,bc_002sg_6_29.jpg,691,True,,15,18,L,1,0.8333,111.5296,125.8769,0,255,0.563,1,91f8177fe6897a36fb7123dde1569810b296761d05d3351aee29df93bd5e59f6,de212025a6f4f4f5,34295,1,True,False,34295,1,False
161/bc_002sg_6_34.jpg,161,bc_002sg_6_34.jpg,561,True,,15,18,L,1,0.8333,115.3111,126.5394,0,255,0.5481,1,09aafceb7c53581c4f47ac6e0d61074b6236ce4a57f86d1eb8c5c1c77cd9fcce,de20a1a7e6f6d0d0,2228,1,True,False,2228,1,False
161/bc_002sg_6_37.jpg,161,bc_002sg_6_37.jpg,716,True,,15,18,L,1,0.8333,122.8444,126.7529,0,255,0.5185,1,331fb444c71069847623fa24896813fa05063444c07e257e69a3e9a303edb5d1,de21232ce4ecf4b1,11973,1,True,False,11973,1,False
161/bc_002sg_6_73.jpg,161,bc_002sg_6_73.jpg,653,True,,12,18,L,1,0.6667,121.7546,126.8826,0,255,0.5231,1,2dd2048c8df5734a2f20dce0ef048cdb6bf10de776a02a614b3be62b3e895c72,9e2121a5b5f5b2d1,10664,1,True,False,10664,1,False
161/bc_002sg_6_94.jpg,161,bc_002sg_6_94.jpg,564,True,,12,17,L,1,0.7059,120.1618,126.8748,0,255,0.5294,1,838077b5af04289915281512f3d896e166d542024422fc6ae5e9da980b150455,de2121252dfd7474,30870,1,True,False,30870,1,False
161/bc_002sg_7_42.jpg,161,bc_002sg_7_42.jpg,570,True,,12,18,L,1,0.6667,125.1852,127.166,0,255,0.5093,1,de9aa3ae7648e9390ef92b3ea69845105487c2dbb1161063ba173c8cf9388c97,de2021a7a7f4f0f0,52279,1,True,False,52279,1,False
161/bc_002sg_7_91.jpg,161,bc_002sg_7_91.jpg,643,True,,12,18,L,1,0.6667,136.8333,126.5498,0,255,0.463,1,5a657b09850a9b113eac386daa3390a51d76c213971b87bc8c4bc4854f6d59c9,de2123a5f075f0b1,21163,1,True,False,21163,1,False
161/bc_002sg_8_112.jpg,161,bc_002sg_8_112.jpg,565,True,,12,17,L,1,0.7059,121.3578,127.011,0,255,0.5245,1,5264aa4096e4d2661836be4b42f1e201c33b1a4d8ca62f1e337ab6019257de06,de2121252575f4fc,19312,2,False,False,19312,2,False
161/bc_002sg_8_116.jpg,161,bc_002sg_8_116.jpg,608,True,,12,17,L,1,0.7059,129.951,126.9603,0,255,0.4902,1,e3fa08da189a4e755dc05130476c8bbdfe92669deead2dc43c02d7e48a2f366a,de2123a4e4f4f0f4,53569,1,True,False,53569,1,False
161/bc_002sg_8_119.jpg,161,bc_002sg_8_119.jpg,647,True,,12,18,L,1,0.6667,127.4907,126.8749,0,255,0.5,1,c8ea7536826a0b6679ccafcb1f4e8275ce2f235d8927ddea5804006e3a1845f5,de212327f0f5f091,47212,1,True,False,47212,1,False
161/bc_002sg_8_125.jpg,161,bc_002sg_8_125.jpg,564,True,,12,18,L,1,0.6667,129.9259,127.1182,0,255,0.4907,1,b46fd5c7bba95eb3d34148e7b43d39c296018c3d60589af93254fb72a84dfb9d,dea1a1a5b4f4d492,42408,1,True,False,42408,1,False
161/bc_002sg_8_171.jpg,161,bc_002sg_8_171.jpg,645,True,,12,17,L,1,0.7059,125.0098,126.7545,0,255,0.5098,1,1b7a44166bb26d8b41e78e3de3e84e95a2ca58c93935016b80c546ba36672328,de2123e6e43578f0,6484,1,True,False,6484,1,False
161/bc_002sg_8_227.jpg,161,bc_002sg_8_227.jpg,642,True,,12,18,L,1,0.6667,126.3889,127.1041,0,255,0.5046,1,3444b1f715613c5766c83e0ed0360df442420a826b875db40af5ae778c71df22,de21a125e57df034,12248,1,True,False,12248,1,False
161/bc_002sg_8_234.jpg,161,bc_002sg_8_234.jpg,682,True,,12,18,L,1,0.6667,134.4074,126.6591,0,255,0.4722,1,2a75c99e106a49535309c1ae7abbe180c0a4733f2a7607eccb1d0be667028b06,de20212fe47cf474,9890,1,True,False,9890,1,False
161/bc_002sg_8_59.jpg,161,bc_002sg_8_59.jpg,652,True,,13,17,L,1,0.7647,142.9593,125.916,0,255,0.4389,1,f9d55399733f24f6075c44ac964d001008eef3ef562d420f778a50667119f041,da212565b5f4f470,58736,1,True,False,58736,1,False
161/bc_002sg_8_91.jpg,161,bc_002sg_8_91.jpg,649,True,,12,17,L,1,0.7059,124.9951,126.8084,0,255,0.5098,1,f3d6d63da21c61d0a9211a22a69e0b6913d4206b9ce1c7d5a782cfeae2dc22ad,de202925a37d747c,57345,1,True,False,57345,1,False
161/bc_002tg_10_115.jpg,161,bc_002tg_10_115.jpg,841,True,,18,26,L,1,0.6923,133.4893,126.7942,0,255,0.4765,1,df28950a1f1123b69cc2d7109a3329809489889de3fac66224728febaa2c1b19,de202125e57df43c,52409,1,True,False,52409,1,False
161/bc_002tg_10_164.jpg,161,bc_002tg_10_164.jpg,859,True,,18,26,L,1,0.6923,135.1218,126.8539,0,255,0.4701,1,5ac0d519b56c641d59b0dc9f9d48423dcd6937606698a93973cae6662032b205,de212125e574f4f4,21255,1,True,False,21255,1,False
161/bc_002tg_10_88.jpg,161,bc_002tg_10_88.jpg,845,True,,17,26,L,1,0.6538,132.1041,126.8305,0,255,0.4819,1,a8085996f9316a6b9178f8039b24aa655142037316fdef9266d064a49fdbb1d3,dea12121e775f511,39461,1,True,False,39461,1,False
161/bc_002tg_3_74.jpg,161,bc_002tg_3_74.jpg,795,True,,18,25,L,1,0.72,137.68,126.6085,0,255,0.46,1,6f0c3d736fb22f1e8450272c45cf98ce2f1ad895fb744a449ac52a1696678f64,de2121252df4f4b5,26048,1,True,False,26048,1,False
161/bc_002tg_4_152.jpg,161,bc_002tg_4_152.jpg,784,True,,18,26,L,1,0.6923,134.547,126.8656,0,255,0.4722,1,641161569e5a041f3bc3a627c6e066490bb36c407e0beea50e696c0504b473c0,de21212765f4f4f0,23395,1,True,False,23395,1,False
161/bc_002tg_4_179.jpg,161,bc_002tg_4_179.jpg,983,True,,19,26,L,1,0.7308,137.3178,126.6436,0,255,0.4615,1,7d741a86ee53e8019ce8aeb3243939002fa73c24316adfba5e57e7490410ee86,de212525653df478,29490,1,True,False,29490,1,False
161/bc_002tg_4_182.jpg,161,bc_002tg_4_182.jpg,909,True,,19,26,L,1,0.7308,141.9049,126.2063,0,255,0.4433,1,fb81dca7e60d0b5d04afcdb8a2c3cab69954db8c1a5f2be10e275a924c13035f,da2125e7f4f4b070,59110,1,True,False,59110,1,False
