path,ruling,correct_class,source,note,decided_at
171/be_008sg_7_138.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/be_008tg_5_0.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/be_008tg_5_62.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/be_020sg_5_137.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/bl_001sg_9_115.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/bl_001tg_9_285.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/bl_003tg_7_448.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/bl_004tg_11_281.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/bl_004tg_3_40.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/bl_004tg_7_121.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/bl_005tg_9_156.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/bl_005tg_9_47.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/bl_006tg_3_136.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/bl_006tg_3_34.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/bl_007tg_8_131.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/bl_007tg_8_438.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
171/bl_011sg_4_362.jpg,reassign,170,audit_app,riri: →170,2026-09-24T13:52:57+00:00
179/be_007sg_6_80.jpg,reassign,173,audit_app,งง: →173,2026-09-24T13:52:57+00:00
179/be_018sg_3_83.jpg,reassign,173,audit_app,งง: →173,2026-09-24T13:52:57+00:00
179/be_020sg_2_104.jpg,reassign,173,audit_app,งง: →173,2026-09-24T13:52:57+00:00
180/bc_001sg_9_385.jpg,reassign,164,audit_app,งง: →164,2026-09-24T13:52:57+00:00
180/bc_001sg_9_59.jpg,reassign,164,audit_app,งง: →164,2026-09-24T13:52:57+00:00
180/bc_002sg_4_180.jpg,reassign,164,audit_app,งง: →164,2026-09-24T13:52:57+00:00
180/bc_002sg_4_198.jpg,reassign,164,audit_app,งง: →164,2026-09-24T13:52:57+00:00
180/bc_002sg_4_226.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/bc_007sg_3_179.jpg,reassign,164,audit_app,san: →164,2026-09-24T13:52:57+00:00
180/bc_007sg_5_85.jpg,reassign,164,audit_app,งง: →164,2026-09-24T13:52:57+00:00
180/bc_007sg_6_291.jpg,reassign,164,audit_app,งง: →164,2026-09-24T13:52:57+00:00
180/bc_015sg_5_205.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/bc_015sg_5_336.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/bc_016sg_7_135.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/bc_019tg_7_248.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/bc_020sg_3_183.jpg,reassign,164,audit_app,san: →164,2026-09-24T13:52:57+00:00
180/bc_020sg_3_362.jpg,reassign,164,audit_app,san: →164,2026-09-24T13:52:57+00:00
180/be_002sg_7_37.jpg,reassign,181,audit_app,"san: →181, งง: →181",2026-09-24T13:52:57+00:00
180/be_002sg_9_226.jpg,reassign,181,audit_app,san: →181,2026-09-24T13:52:57+00:00
180/be_003sg_9_106.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_003sg_9_177.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_004sg_5_36.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_004tg_7_36.jpg,reassign,181,audit_app,san: →181,2026-09-24T13:52:57+00:00
180/be_005sg_5_439.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_006sg_3_439.jpg,reassign,164,audit_app,san: →164,2026-09-24T13:52:57+00:00
180/be_006sg_6_37.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_007sg_4_191.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_007sg_7_311.jpg,reassign,181,audit_app,"san: →181, งง: →181",2026-09-24T13:52:57+00:00
180/be_007tg_3_127.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_007tg_3_313.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_007tg_4_278.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_007tg_6_190.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_007tg_6_192.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_007tg_6_347.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_008tg_5_130.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_009sg_3_98.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_014tg_2_126.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_016sg_11_199.jpg,reassign,181,audit_app,san: →181,2026-09-24T13:52:57+00:00
180/be_016tg_11_330.jpg,reassign,181,audit_app,san: →181,2026-09-24T13:52:57+00:00
180/be_016tg_8_264.jpg,reassign,181,audit_app,san: →181,2026-09-24T13:52:57+00:00
180/be_017sg_6_330.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_017sg_7_278.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_017sg_7_404.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_018sg_3_129.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_018sg_3_28.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/be_019sg_8_131.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/bl_004sg_7_145.jpg,reassign,181,audit_app,งง: →181,2026-09-24T13:52:57+00:00
180/bl_009sg_3_400.jpg,reassign,164,audit_app,san: →164,2026-09-24T13:52:57+00:00
181/bc_009sg_2_196.jpg,reassign,164,audit_app,san: →164,2026-09-24T13:52:57+00:00
181/bc_011sg_6_125.jpg,reassign,164,audit_app,san: →164,2026-09-24T13:52:57+00:00
181/bc_017sg_3_261.jpg,reassign,180,audit_app,งง: →180,2026-09-24T13:52:57+00:00
181/bc_018sg_3_56.jpg,reassign,164,audit_app,san: →164,2026-09-24T13:52:57+00:00
181/bc_018sg_3_93.jpg,reassign,164,audit_app,san: →164,2026-09-24T13:52:57+00:00
181/be_002sg_7_156.jpg,reassign,180,audit_app,san: →180,2026-09-24T13:52:57+00:00
181/be_006sg_1_62.jpg,reassign,180,audit_app,san: →180,2026-09-24T13:52:57+00:00
181/be_007sg_5_18.jpg,reassign,180,audit_app,งง: →180,2026-09-24T13:52:57+00:00
181/be_007sg_7_34.jpg,reassign,180,audit_app,งง: →180,2026-09-24T13:52:57+00:00
181/be_011sg_1_42.jpg,reassign,180,audit_app,งง: →180,2026-09-24T13:52:57+00:00
181/be_011sg_2_330.jpg,reassign,180,audit_app,งง: →180,2026-09-24T13:52:57+00:00
181/be_012sg_4_229.jpg,reassign,180,audit_app,งง: →180,2026-09-24T13:52:57+00:00
181/be_013tg_3_23.jpg,reassign,180,audit_app,งง: →180,2026-09-24T13:52:57+00:00
181/be_014sg_2_483.jpg,reassign,180,audit_app,งง: →180,2026-09-24T13:52:57+00:00
181/be_015sg_1_106.jpg,reassign,180,audit_app,งง: →180,2026-09-24T13:52:57+00:00
181/be_015sg_2_152.jpg,reassign,180,audit_app,"san: →180, งง: →180",2026-09-24T13:52:57+00:00
181/be_015sg_2_173.jpg,reassign,180,audit_app,"san: →180, งง: →180",2026-09-24T13:52:57+00:00
181/be_017sg_7_18.jpg,reassign,180,audit_app,san: →180,2026-09-24T13:52:57+00:00
181/be_018sg_6_2.jpg,reassign,180,audit_app,san: →180,2026-09-24T13:52:57+00:00
181/be_018sg_8_13.jpg,reassign,180,audit_app,san: →180,2026-09-24T13:52:57+00:00
181/bl_007tg_8_394.jpg,reassign,164,audit_app,san: →164,2026-09-24T13:52:57+00:00
181/bl_009sg_3_118.jpg,reassign,164,audit_app,งง: →164,2026-09-24T13:52:57+00:00
181/bl_011sg_4_338.jpg,reassign,164,audit_app,งง: →164,2026-09-24T13:52:57+00:00
181/bl_011tg_4_198.jpg,reassign,164,audit_app,งง: →164,2026-09-24T13:52:57+00:00
182/bc_020sg_4_22.jpg,reassign,161,audit_app,san: →161,2026-09-24T13:52:57+00:00
182/be_015sg_1_278.jpg,reassign,197,audit_app,งง: →197,2026-09-24T13:52:57+00:00
183/bc_004tg_3_190.jpg,reassign,203,audit_app,san: →203,2026-09-24T13:52:57+00:00
183/bc_008sg_8_455.jpg,drop,,audit_app,งง: drop,2026-09-24T13:52:57+00:00
183/bc_011sg_3_196.jpg,drop,,audit_app,งง: drop,2026-09-24T13:52:57+00:00
183/be_002sg_9_222.jpg,reassign,190,audit_app,งง: →190,2026-09-24T13:52:57+00:00
183/be_004sg_2_182.jpg,reassign,190,audit_app,งง: →190,2026-09-24T13:52:57+00:00
183/be_004sg_7_217.jpg,reassign,190,audit_app,งง: →190,2026-09-24T13:52:57+00:00
183/be_005sg_5_483.jpg,reassign,190,audit_app,งง: →190,2026-09-24T13:52:57+00:00
183/be_008sg_5_139.jpg,reassign,190,audit_app,san: →190,2026-09-24T13:52:57+00:00
183/be_008sg_5_198.jpg,reassign,190,audit_app,งง: →190,2026-09-24T13:52:57+00:00
183/be_008sg_5_312.jpg,reassign,190,audit_app,งง: →190,2026-09-24T13:52:57+00:00
183/be_009sg_4_263.jpg,reassign,190,audit_app,งง: →190,2026-09-24T13:52:57+00:00
183/be_013sg_1_104.jpg,reassign,190,audit_app,งง: →190,2026-09-24T13:52:57+00:00
183/be_013sg_2_233.jpg,reassign,190,audit_app,งง: →190,2026-09-24T13:52:57+00:00
183/be_016sg_8_121.jpg,reassign,190,audit_app,งง: →190,2026-09-24T13:52:57+00:00
183/be_018sg_3_262.jpg,reassign,190,audit_app,งง: →190,2026-09-24T13:52:57+00:00
183/be_018sg_3_278.jpg,reassign,190,audit_app,งง: →190,2026-09-24T13:52:57+00:00
183/be_018sg_3_75.jpg,reassign,190,audit_app,งง: →190,2026-09-24T13:52:57+00:00
183/bl_006tg_8_380.jpg,reassign,190,audit_app,งง: →190,2026-09-24T13:52:57+00:00
185/bc_008tg_14_291.jpg,reassign,209,audit_app,งง: →209,2026-09-24T13:52:57+00:00
185/bc_011sg_1_16.jpg,reassign,193,audit_app,งง: →193,2026-09-24T13:52:57+00:00
185/bc_018sg_4_27.jpg,reassign,193,audit_app,งง: →193,2026-09-24T13:52:57+00:00
185/be_007sg_3_86.jpg,reassign,193,audit_app,งง: →193,2026-09-24T13:52:57+00:00
186/bc_001sg_9_293.jpg,reassign,187,audit_app,san: →187,2026-09-24T13:52:57+00:00
186/bc_002sg_4_153.jpg,reassign,187,audit_app,san: →187,2026-09-24T13:52:57+00:00
186/bc_014sg_6_340.jpg,reassign,193,audit_app,san: →193,2026-09-24T13:52:57+00:00
186/bc_020sg_4_6.jpg,drop,,audit_app,งง: drop,2026-09-24T13:52:57+00:00
186/be_003sg_7_105.jpg,reassign,185,audit_app,san: →185,2026-09-24T13:52:57+00:00
186/be_003sg_9_303.jpg,reassign,185,audit_app,san: →185,2026-09-24T13:52:57+00:00
186/be_003tg_4_200.jpg,reassign,185,audit_app,san: →185,2026-09-24T13:52:57+00:00
186/be_007sg_7_143.jpg,reassign,185,audit_app,san: →185,2026-09-24T13:52:57+00:00
186/be_008sg_7_87.jpg,reassign,193,audit_app,san: →193,2026-09-24T13:52:57+00:00
186/be_008tg_4_98.jpg,reassign,185,audit_app,san: →185,2026-09-24T13:52:57+00:00
186/be_008tg_7_78.jpg,reassign,185,audit_app,san: →185,2026-09-24T13:52:57+00:00
186/be_011sg_4_18.jpg,reassign,185,audit_app,san: →185,2026-09-24T13:52:57+00:00
186/be_013sg_1_358.jpg,reassign,185,audit_app,san: →185,2026-09-24T13:52:57+00:00
186/be_013sg_1_395.jpg,reassign,201,audit_app,san: →201,2026-09-24T13:52:57+00:00
186/be_013sg_2_68.jpg,reassign,185,audit_app,"san: →185, งง: →185",2026-09-24T13:52:57+00:00
186/be_013sg_5_37.jpg,reassign,185,audit_app,san: →185,2026-09-24T13:52:57+00:00
186/be_017sg_7_260.jpg,reassign,185,audit_app,san: →185,2026-09-24T13:52:57+00:00
186/be_018sg_6_37.jpg,reassign,193,audit_app,"san: →193, งง: →193",2026-09-24T13:52:57+00:00
186/be_020sg_2_343.jpg,reassign,201,audit_app,งง: →201,2026-09-24T13:52:57+00:00
187/bc_004tg_3_442.jpg,reassign,170,audit_app,san: →170,2026-09-24T13:52:57+00:00
187/bc_008sg_8_111.jpg,drop,,audit_app,san: drop,2026-09-24T13:52:57+00:00
187/bc_008sg_8_383.jpg,drop,,audit_app,san: drop,2026-09-24T13:52:57+00:00
187/bc_011tg_3_316.jpg,drop,,audit_app,san: drop,2026-09-24T13:52:57+00:00
187/bc_014sg_6_127.jpg,drop,,audit_app,san: drop,2026-09-24T13:52:57+00:00
187/bc_018sg_4_249.jpg,drop,,audit_app,san: drop,2026-09-24T13:52:57+00:00
187/bc_020sg_4_302.jpg,drop,,audit_app,san: drop,2026-09-24T13:52:57+00:00
187/be_006sg_4_191.jpg,drop,,audit_app,san: drop,2026-09-24T13:52:57+00:00
190/bc_011sg_1_46.jpg,drop,,audit_app,san: drop,2026-09-24T13:52:57+00:00
193/bc_005sg_4_239.jpg,reassign,186,audit_app,san: →186,2026-09-24T13:52:57+00:00
193/bc_012sg_4_85.jpg,reassign,233,audit_app,san: →233,2026-09-24T13:52:57+00:00
193/be_002sg_9_351.jpg,reassign,209,audit_app,san: →209,2026-09-24T13:52:57+00:00
193/be_004sg_4_19.jpg,reassign,209,audit_app,san: →209,2026-09-24T13:52:57+00:00
193/bl_005tg_3_58.jpg,reassign,233,audit_app,san: →233,2026-09-24T13:52:57+00:00
193/bl_010sg_6_411.jpg,reassign,186,audit_app,san: →186,2026-09-24T13:52:57+00:00
194/bc_007sg_3_89.jpg,drop,,audit_app,san: drop,2026-09-24T13:52:57+00:00
194/bc_014sg_6_299.jpg,reassign,187,audit_app,งง: →187,2026-09-24T13:52:57+00:00
194/bc_014sg_6_421.jpg,reassign,187,audit_app,งง: →187,2026-09-24T13:52:57+00:00
194/bc_015sg_5_215.jpg,reassign,187,audit_app,งง: →187,2026-09-24T13:52:57+00:00
194/bc_015sg_5_293.jpg,reassign,187,audit_app,งง: →187,2026-09-24T13:52:57+00:00
194/bc_018sg_3_91.jpg,reassign,187,audit_app,งง: →187,2026-09-24T13:52:57+00:00
194/bc_019sg_8_28.jpg,reassign,187,audit_app,งง: →187,2026-09-24T13:52:57+00:00
194/bc_020sg_4_39.jpg,drop,,audit_app,san: drop,2026-09-24T13:52:57+00:00
194/be_018tg_11_26.jpg,reassign,201,audit_app,san: →201,2026-09-24T13:52:57+00:00
194/be_019sg_4_32.jpg,reassign,201,audit_app,งง: →201,2026-09-24T13:52:57+00:00
194/bl_003sg_3_112.jpg,reassign,209,audit_app,งง: →209,2026-09-24T13:52:57+00:00
194/bl_003sg_3_159.jpg,reassign,209,audit_app,san: →209,2026-09-24T13:52:57+00:00
194/bl_003sg_6_33.jpg,reassign,205,audit_app,งง: →205,2026-09-24T13:52:57+00:00
194/bl_003tg_1_11.jpg,reassign,205,audit_app,"san: →205, งง: →205",2026-09-24T13:52:57+00:00
194/bl_008sg_3_347.jpg,drop,,audit_app,งง: drop,2026-09-24T13:52:57+00:00
195/bc_014tg_5_93.jpg,reassign,199,audit_app,งง: →199,2026-09-24T13:52:57+00:00
195/bc_014tg_6_179.jpg,reassign,199,audit_app,งง: →199,2026-09-24T13:52:57+00:00
195/bc_014tg_6_313.jpg,reassign,199,audit_app,งง: →199,2026-09-24T13:52:57+00:00
195/bc_015sg_3_112.jpg,reassign,232,audit_app,งง: →232,2026-09-24T13:52:57+00:00
195/bc_015tg_5_21.jpg,reassign,199,audit_app,งง: →199,2026-09-24T13:52:57+00:00
195/bc_015tg_5_60.jpg,reassign,199,audit_app,งง: →199,2026-09-24T13:52:57+00:00
195/bc_016sg_6_0.jpg,reassign,199,audit_app,งง: →199,2026-09-24T13:52:57+00:00
195/bc_016tg_3_21.jpg,reassign,199,audit_app,งง: →199,2026-09-24T13:52:57+00:00
195/bc_016tg_3_346.jpg,reassign,199,audit_app,งง: →199,2026-09-24T13:52:57+00:00
195/bc_017sg_5_73.jpg,drop,,audit_app,งง: drop,2026-09-24T13:52:57+00:00
195/bc_018sg_3_23.jpg,reassign,184,audit_app,งง: →184,2026-09-24T13:52:57+00:00
195/bc_018tg_3_62.jpg,reassign,199,audit_app,งง: →199,2026-09-24T13:52:57+00:00
195/bc_019tg_7_159.jpg,reassign,184,audit_app,งง: →184,2026-09-24T13:52:57+00:00
195/be_011tg_5_132.jpg,drop,,audit_app,งง: drop,2026-09-24T13:52:57+00:00
195/be_017sg_5_34.jpg,drop,,audit_app,งง: drop,2026-09-24T13:52:57+00:00
195/bl_004sg_10_14.jpg,reassign,184,audit_app,งง: →184,2026-09-24T13:52:57+00:00
195/ce_001sg_2_0.jpg,drop,,audit_app,งง: drop,2026-09-24T13:52:57+00:00
197/bc_004sg_5_26.jpg,reassign,180,audit_app,งง: →180,2026-09-24T13:52:57+00:00
197/bc_008tg_8_94.jpg,reassign,182,audit_app,งง: →182,2026-09-24T13:52:57+00:00
197/bc_012tg_2_185.jpg,reassign,240,audit_app,งง: →240,2026-09-24T13:52:57+00:00
197/bc_018sg_4_395.jpg,reassign,202,audit_app,งง: →202,2026-09-24T13:52:57+00:00
197/bc_020tg_4_166.jpg,drop,,audit_app,งง: drop,2026-09-24T13:52:57+00:00
197/be_002tg_7_119.jpg,reassign,182,audit_app,งง: →182,2026-09-24T13:52:57+00:00
197/bl_002sg_7_152.jpg,reassign,240,audit_app,งง: →240,2026-09-24T13:52:57+00:00
197/bl_002sg_7_153.jpg,reassign,240,audit_app,งง: →240,2026-09-24T13:52:57+00:00
197/bl_009sg_2_18.jpg,drop,,audit_app,งง: drop,2026-09-24T13:52:57+00:00
199/bc_011sg_1_11.jpg,reassign,195,audit_app,san: →195,2026-09-24T13:52:57+00:00
199/bc_011sg_1_3.jpg,reassign,195,audit_app,san: →195,2026-09-24T13:52:57+00:00
199/bc_011sg_1_6.jpg,reassign,195,audit_app,san: →195,2026-09-24T13:52:57+00:00
